m_NN,fano_NN,skew_NN,kurt_NN,bimodcoeff_NN,m_true,fano_true,skew_true,kurt_true,bimodcoeff_true
163.42526245117188,33.96318463125625,1.4001074982029986,2.52782689564445,0.45892620737485573,160.2981719970703,34.65955352783203,1.441328763961792,2.5480635166168213,0.46889376640319824
127.50163269042969,10.73883259124292,0.5035919143088441,2.80599679988623,0.44419900535527856,127.3148193359375,10.937283515930176,0.4708421528339386,2.8387250900268555,0.45090946555137634
78.37828826904297,8.681684139978257,-0.2954224880465979,3.8507743828518435,0.6954755475841331,78.6312484741211,8.666725158691406,-0.32476457953453064,3.9123659133911133,0.7041777968406677
20.156517028808594,99.25063158717202,3.7215793333169813,10.149624647334226,0.8283059088048325,20.453359603881836,98.89228820800781,3.6894538402557373,9.944518089294434,0.8279095888137817
150.62155151367188,40.16394132189963,0.6021787540846313,1.8325397870175337,0.6320527128017952,151.01361083984375,38.938236236572266,0.5775195956230164,1.8674814701080322,0.6310583353042603
24.343402862548828,5.279197600659911,1.0693302103001128,2.2341371330727386,0.4497515677017949,24.220903396606445,5.402106761932373,1.0780324935913086,2.2038230895996094,0.45651987195014954
84.64506530761719,17.8995430280745,0.8044436268539066,1.9506517945212307,0.5322540383650999,83.95560455322266,17.707406997680664,0.7999272346496582,1.9497112035751343,0.5334272384643555
78.68324279785156,26.752559291226373,1.863389740532317,3.4160515136696237,0.5109530219529554,78.76731872558594,26.104665756225586,1.8311141729354858,3.340332269668579,0.5061624646186829
149.71775817871094,7.430254675145647,-0.4295808993381762,4.754262650118146,0.6402047534493938,148.71176147460938,7.460943222045898,-0.41273033618927,4.6638078689575195,0.6423521041870117
86.99848937988281,130.28747605803238,2.0733912839596815,2.778338940488664,0.7746242969556776,84.53208923339844,128.42453002929688,2.087549924850464,2.8146257400512695,0.7755079865455627
248.81243896484375,4.337805998583679,-0.4041392201106051,5.832682329906025,0.5094751919226665,245.2812957763672,4.508818626403809,-0.21602533757686615,4.921095848083496,0.5036922097206116
18.575942993164062,10.268221458282376,1.8011273391369857,2.9506260979996557,0.556425978413785,18.544918060302734,10.128252029418945,1.783898115158081,2.916299819946289,0.5536112189292908
4.673582077026367,5.233509823191563,2.1761072480987673,3.796866347015959,0.6276829472555671,4.530088901519775,4.995433330535889,2.188682794570923,3.8682310581207275,0.6237908005714417
143.45785522460938,9.473353666785568,0.6649775402107552,2.6211733175041334,0.4243290747451622,142.54791259765625,9.717610359191895,0.6960965394973755,2.5389046669006348,0.4302474856376648
116.08692169189453,145.4027180598186,1.563557501506876,1.5891460770725043,0.829122681995305,113.5790786743164,146.2540740966797,1.586019515991211,1.6059505939483643,0.8365256786346436
46.624263763427734,6.421399725604526,1.403720280108054,3.034677298238207,0.3832335204951458,45.83747863769531,6.673375129699707,1.3783372640609741,2.885662794113159,0.39614439010620117
106.45413208007812,12.224366854407435,1.2876621736737859,2.738091273448614,0.3954395299609604,106.10334014892578,13.42365837097168,1.3194984197616577,2.7215075492858887,0.4049517810344696
9.624135971069336,6.515013919918359,1.896623413271955,3.1804143127230655,0.5672008008550704,9.587464332580566,6.4411516189575195,1.888053059577942,3.1589670181274414,0.5662098526954651
133.15162658691406,1.2802749199937011,0.7774445132588057,3.534056304676445,0.2969762941495348,133.89694213867188,1.2893182039260864,0.6229032278060913,4.214111804962158,0.2710421681404114
50.25042724609375,70.8799345057016,2.448830641010825,4.451691689182814,0.6961646139741392,50.06077194213867,68.85564422607422,2.4253199100494385,4.373142719268799,0.6932170391082764
