x1,x2,x3,x4,x5,gene_name,bf,bs,mean_es,mean_true,var_true
12.438941980699399,9.935076470962805,1.2742829673830571,0.6479485548128685,25.446905711071004,x1,0.31068781953615293,31.86010542077542,9.89854668337268,1.9081632653061225,3.367503523148389
3.9579235063965963,3.56452996932603,1.0032989641602492,0.6787789633587864,42.16004618385008,x2,0.3863305212770531,46.81297092681672,18.08527946068463,3.520408163265306,8.260452006889714
2.278487651305926,9.131182103532108,1.0070638147590665,0.7906884275394013,83.65401323149119,x3,0.6565200835318769,20.874037333721102,13.704224733982095,2.50765306122449,6.1943146823946975
5.733969890875711,9.238210422396138,1.000409584340105,1.0093781841310523,64.51023765631923,x4,0.6204265060578227,40.040196473315355,24.8419991998078,4.839285714285714,11.506074168797952
14.999952959968489,5.397565335500146,14.999962143673086,4.135505614595355,41.67781044234445,x5,0.1561002684241424,115.82355325981833,18.080087753695594,3.517857142857143,11.05850383631714
1.0,4.493668376037079,11.462930935352027,2.558936818540335,399.9984899903029,x6,0.2126707931381939,89.01379819733327,18.930635062870003,1.3545918367346939,5.20130878438332
7.533665483946162,9.999716061347335,1.0,0.23977503489142704,158.0763223814841,x7,0.20308840950081014,119.09279488022531,24.186366295231185,4.336734693877551,32.60243227725873
8.090408873595019,9.74639807052308,1.0004161186528953,0.5207770785642668,64.69087669692435,x8,0.3634911496566523,53.69939120918225,19.519253446487983,3.5229591836734695,12.076197870452532
14.998085755766818,5.0693897818483675,8.914409718545105,3.2472609638999437,47.81381987010668,x9,0.17532272008371105,141.45997873163688,24.801148254214493,5.084183673469388,14.379084242392608
10.287795776643424,9.998711037683666,4.195420060681874,1.2657041597373269,102.70838410439472,x10,0.23022352940706775,105.67790950580847,24.32954130678794,4.709183673469388,21.991935904796712
1.438771424609904,2.869477962063228,3.2183751716227618,1.6635505074588668,126.57531270666132,x11,0.4105010127397184,63.46553114924895,26.05266481083084,5.0,21.861892583120206
2.6931347637816643,9.997889775137347,1.0,1.1224330983800206,238.42005941164734,x12,0.861852004765963,64.22328759626441,55.35096916750149,10.951530612244898,57.72910251056947
1.9339658310644001,7.311792515088356,2.420164196107569,1.856566192649049,73.85854642327615,x13,0.6377267702861362,19.535552304026744,12.458344676602863,2.385204081632653,5.045611722950049
10.975741905603899,9.92295619032332,1.005991517413608,0.5012252198092476,93.49844850247402,x14,0.32121694257171957,103.41825758923511,33.21969650890863,6.505102040816326,27.360587713346202
2.315719427062199,9.861110439480267,1.004839238378616,1.288170992944213,150.1977240345905,x15,0.9853336387509138,35.27146253781942,34.754158526456145,7.191326530612245,26.44156140717156
1.7313337247454959,9.883286978772432,1.0097770474099388,1.228190164203589,231.3498096323673,x16,1.0026624484130784,40.527380059919906,40.635282118646664,8.01530612244898,34.39874210553787
1.0001188276190942,8.099627054530547,3.15820866693732,2.0608035213032356,132.43486600150743,x17,0.6038682428689722,16.352679207276942,9.874863659098304,1.7372448979591837,4.64433817005063
3.5872604658764797,3.7613197443619306,9.197136277865631,3.7194634577283896,92.5707432343278,x18,0.29184903703309933,88.28692854391721,25.76645507815229,4.622448979591836,14.926144370791798
1.2618101028547237,3.2028918934567,14.87270718398162,7.49413507555858,84.35903843239852,x19,0.4204261214263483,33.23405550420567,13.972465054901171,2.4770408163265305,6.270571271987055
4.93051416799502,9.999577806632177,1.0727410512318738,0.5982362336405228,326.27468000396306,x20,0.4373984001596859,160.87698536138362,70.3673360195824,14.619897959183673,163.893516102093
5.6299171472034235,9.139736310519671,1.0037594574710607,0.8147904781603856,70.05011835733929,x21,0.5411531113266352,43.149643392850805,23.350563774676,4.563775510204081,12.128914609321983
3.3456042304656757,2.8767336202983516,1.0000353639834538,0.6119850295547099,43.86506754406949,x22,0.35751673880018026,51.01450982794897,18.23854118517806,3.308673469387755,9.896804373923485
14.990339035090258,5.0591749067915766,14.998994468177951,3.6131889563877833,25.83609072522163,x23,0.14056434076368723,76.55235615446148,10.760531476758873,2.0229591836734695,4.63630017224281
7.999243976265676,6.105822720158151,1.0931116941780303,0.31867070765615624,35.20840932690509,x24,0.21095603338574542,46.126569527201546,9.730678141150237,1.6454081632653061,4.8074468918002
11.467267202329223,9.999507998770522,1.0,0.24779855584708946,64.6399614028697,x25,0.19296379999493074,74.12801804309706,14.304024047688797,2.2448979591836733,10.533221984445955
1.9683878067446643,3.4362869222056727,14.870899774679138,6.136927915481553,117.42776085374803,x26,0.33377757839464595,67.26544606743155,22.451697698022965,3.933673469387755,13.085103606660056
1.8913965158858377,9.96165262272389,1.0,1.2384388130258976,382.1615390835926,x27,1.002671138406969,72.56014949561958,72.75396769775276,15.364795918367347,124.5596782191137
3.324083678861938,2.78656058953532,9.548219313400345,4.194137932859935,46.88044176799802,x28,0.288229174002809,55.92360414629503,16.11881423034668,3.0127551020408165,7.521576021713031
1.6983312512965572,3.52641305708839,1.882956221155802,1.0982894006999655,90.34522983436126,x29,0.45536354836024845,43.51053740708173,19.813112704750058,3.691326530612245,11.72800641995929
4.270916452143823,2.8735396881548465,1.008084605156726,0.2718163530073154,46.921238338106654,x30,0.19249320731492478,69.73861874928885,13.424210396763359,2.0408163265306123,8.934391147763456
13.395836643199313,7.014963804663213,14.999952979692145,2.8703515173034337,30.161227683222606,x31,0.14014566069788897,57.59614593224384,8.071849925326344,1.5535714285714286,4.114769820971867
14.959907909109763,4.459988601689156,14.974780936892802,3.2250098312273043,29.724533916894405,x32,0.1250378742046721,99.7034588540283,12.466708545960692,2.377551020408163,6.245837465420952
